1468367866033,-0.2043457,0.9116211,0.10205078
1468367866068,-0.2019043,0.96899414,0.11767578
1468367866097,-0.26660156,0.89941406,0.10839844
1468367866130,-0.22314453,0.8432617,0.12426758
1468367866168,-0.17895508,1.0200195,0.21459961
1468367866178,-0.4501953,1.1335449,0.26879883
1468367866212,-0.4716797,1.1115723,0.2614746
1468367866247,-0.43115234,1.0588379,0.31445313
1468367866279,-0.37963867,0.8659668,0.28198242
1468367866317,-0.3720703,0.8557129,0.23413086
1468367866345,-0.38134766,0.8222656,0.22167969
1468367866381,-0.28833008,0.78564453,0.20361328
1468367866419,-0.2446289,0.75146484,0.18481445
1468367866428,-0.23632813,0.8474121,0.1862793
1468367866480,-0.2211914,0.8676758,0.1953125
1468367866498,-0.21166992,0.82543945,0.18408203
1468367866532,-0.21606445,0.83813477,0.19873047
1468367866564,-0.22363281,0.90966797,0.18945313
1468367866596,-0.21899414,0.9223633,0.15283203
1468367866628,-0.28271484,0.9501953,0.118652344
1468367866665,-0.29541016,1.0080566,0.083984375
1468367866700,-0.27807617,1.0107422,0.052246094
1468367866733,-0.23754883,1.0405273,0.022705078
1468367866766,-0.21411133,1.0124512,0.010986328
1468367866801,-0.25952148,0.9609375,0.0026855469
1468367866834,-0.33251953,1.0310059,0.019042969
1468367866876,-0.3569336,0.99438477,-0.008544922
1468367866904,-0.36572266,0.9609375,0.0034179688
1468367866913,-0.40551758,0.97436523,0.010253906
1468367866974,-0.38623047,0.96191406,-0.012207031
1468367867011,-0.359375,0.9260254,0.017822266
1468367867080,-0.40600586,0.9584961,0.020996094
1468367867113,-0.42871094,0.9470215,4.8828125E-4
1468367867147,-0.41210938,0.8937988,-0.0024414063
1468367867179,-0.37719727,0.91674805,-0.013183594
1468367867220,-0.328125,0.90234375,-0.028808594
1468367867250,-0.3659668,0.91430664,-0.038330078
1468367867285,-0.35986328,0.8925781,-0.07128906
1468367867321,-0.40771484,0.9230957,-0.095703125
1468367867354,-0.53271484,0.9724121,-0.079589844
1468367867388,-0.61621094,0.93481445,-0.11743164
1468367867422,-0.57714844,0.87890625,-0.106933594
1468367867457,-0.5324707,0.7937012,-0.10644531
1468367867496,-0.22583008,0.89404297,-0.28637695
1468367867564,-0.3779297,0.95532227,-0.27978516
1468367867598,-0.37182617,0.90625,-0.2487793
1468367867625,-0.3461914,0.9291992,-0.24047852
1468367867664,-0.31201172,0.9082031,-0.23901367
1468367867710,-0.2409668,0.94873047,-0.24145508
1468367867743,-0.22363281,0.9499512,-0.19995117
1468367867761,-0.26538086,0.9472656,-0.18896484
1468367867789,-0.2680664,0.9445801,-0.1875
1468367867825,-0.2524414,0.91967773,-0.2109375
1468367867859,-0.20507813,0.9506836,-0.24047852
1468367868164,-0.21240234,0.82128906,-0.36547852
1468367868240,-0.52197266,0.7519531,-0.38354492
1468367868534,-0.42944336,0.7961426,-0.42797852
1468367868575,-0.63842773,0.76904297,-0.5126953
1468367868610,-0.6413574,0.7687988,-0.3659668
1468367868619,-0.46826172,0.8261719,-0.42578125
1468367868655,-0.33935547,0.7236328,-0.5710449
1468367868688,-0.068603516,0.9108887,-0.1459961
1468367868727,-0.23730469,0.92700195,-0.31689453
1468367868755,-0.5695801,0.6530762,-0.7438965
1468367868786,-0.7858887,0.6867676,-0.8852539
1468367868825,-0.5493164,0.45751953,-0.5839844
1468367868860,-0.579834,0.64868164,-0.47583008
1468367868896,-0.52441406,0.79956055,-0.1328125
1468367868927,-0.6044922,0.7729492,-0.053222656
1468367868938,-0.5505371,0.92089844,-0.26171875
1468367868998,-0.4489746,0.7780762,-0.60839844
1468367869037,-0.40112305,0.6906738,-0.8654785
1468367869103,-0.39916992,0.5974121,-0.60302734
1468367869137,-0.51464844,0.5065918,-0.55249023
1468367869184,-0.5991211,0.15966797,-1.1166992
1468367869205,-0.35375977,1.9504395,-0.21777344
1468367869240,-0.32348633,0.84521484,-0.5500488
1468367869274,-0.41674805,0.25976563,-0.9572754
1468367869303,-0.421875,0.8186035,-0.76782227
1468367869337,-0.29785156,0.68725586,-0.54833984
1468367869374,-0.6689453,0.6960449,-0.13256836
1468367869399,-0.5119629,0.94555664,-0.14746094
1468367869435,-0.4885254,0.8640137,-0.21948242
1468367869477,-0.47338867,1.1533203,-0.09008789
1468367869502,-0.41845703,0.9777832,-0.2133789
1468367869520,-0.3701172,0.36572266,0.35009766
1468367869566,-0.48168945,0.54785156,0.3071289
1468367869600,-0.6503906,0.7429199,0.38305664
1468367869617,-0.6345215,0.795166,0.22729492
1468367869668,-0.52319336,0.82470703,0.2290039
1468367869685,-0.46411133,0.7336426,0.23022461
1468367869718,-0.43139648,0.99243164,0.042236328
1468367869752,-0.53515625,0.751709,0.0690918
1468367869786,-0.6711426,0.8547363,-0.28930664
1468367869816,-0.7307129,1.3256836,-1.0454102
1468367869849,-0.39086914,1.0952148,-0.33032227
1468367869887,-0.81030273,0.6218262,0.50927734
1468367869925,-0.068115234,0.6855469,1.1831055
1468367869955,-0.3310547,1.0075684,0.1237793
